content,score,country,clean_review
Good,4,jp,good
nice app i have ever seen,5,jp,nice app ever seen
Great app,5,jp,great app
ሁሉም ተማሪ መጠቀም ያለበት application ግን የተወሰነ ስህተት አለው መልሳቹ ላይ,4,jp,application
Wow its amazing in a million,5,jp,wow amazing million
Thanks EthioMatiric Students Please must be use this app to score >500. 🎉🎉🎉🎉🎉🎉🎉🎉,5,jp,thanks ethiomatiric student please must use app score
Wow it's nice please use it,5,jp,wow nice please use
Simply Excellent app,5,jp,simply excellent app
Probably the best app ever made in Ethiopia in my opinion,5,jp,probably best app ever made ethiopia opinion
What great up,5,jp,great
Very useful app and how can I update My app to get 2016 exam(2024),5,jp,useful app update app get exam
"This app makes no sense, when the first time I tried to sign up, it just says "" your network is slow, you are out of network,"" with no reason in fact there is amazing NETWORK!!! So please fix this problem ASAP !!!!",1,jp,app make sense first time tried sign say network slow network reason fact amazing network please fix problem asap
15 years,5,jp,year
really an amazing app friends to get prepared to the exam,5,jp,really amazing app friend get prepared exam
"This app is very helpfull so, i love very much thus why i give 5 star Please! ተጠቄሙ ወንድሞች ሆይ",5,jp,app helpfull love much thus give star please
"No words for you! It was literally the best app I could get for matric exam. I liked the explained answers, I liked the fact that it's divided in units, I liked the whole platform. I am really grateful and wanna say keep up the good work.",5,jp,word literally best app could get matric exam liked explained answer liked fact divided unit liked whole platform really grateful wanna say keep good work
"It's very crucial app that helped me for the exam. I personally advise all students who are going to take entrance exam this year to use the app.There are many questions that comes repeatedly in each year and students should work all the provided questions. And the most technique to be ready for exam is to know how exams are formulated so be aware of how the ask questions. And finally, I'm really grateful for your support Ethio Matrics❤️",5,jp,crucial app helped exam personally advise student going take entrance exam year use appthere many question come repeatedly year student work provided question technique ready exam know exam formulated aware ask question finally im really grateful support ethio matric
It say internet connection failed yilal...internet iyetetmkut,2,jp,say internet connection failed yilalinternet iyetetmkut
It is a scam do not and let me repeat do not install this they'll ask you to pay money do not install it.🤬🤬🤬,1,jp,scam let repeat install theyll ask pay money install
120-150br to unlock all exams? Seriously say???,1,jp,br unlock exam seriously say
Best app for entrance exam takers,5,jp,best app entrance exam taker
"It was working well, but stopped functing since I updated it. Would you please...?",3,jp,working well stopped functing since updated would please
it is best app but we need in 2016 euee,5,jp,best app need euee
the greatest app 😱,5,jp,greatest app
𝒕𝒉𝒆 𝒇𝒓𝒊𝒔𝒕 𝒆𝒇𝒇𝒆𝒄𝒕𝒊𝒗𝒆 𝒆𝒙𝒂𝒎 𝒂𝒑𝒑 𝒊𝒏 𝑬𝒕𝒉𝒊𝒐𝒑𝒊𝒂,5,jp,
I found it amazing,5,jp,found amazing
What is it that all of it is not downloading for me?,5,jp,downloading
100% use full,5,jp,use full
"Thanks for app, but it must quality up",5,jp,thanks app must quality
Let me tell you something true if you pay and use this app I will score high mark on Ethiopian University Entrance Exam,5,jp,let tell something true pay use app score high mark ethiopian university entrance exam
This app us so amazing app for students,5,jp,app u amazing app student
Wow very very thank you this application neccesary for student grade 9-12 so continue,1,jp,wow thank application neccesary student grade continue
The world's best app,5,jp,world best app
Thanks may God bless all developer of this app,5,jp,thanks may god bless developer app
"I will not hesitate to give you a 5-star rating. You, as the developer, are the bravest person I have ever seen when it comes to the matric exam in our country. I truly appreciate the way you categorized each question by grade level and chapter. However, I'd like to suggest that you take a closer look at the app after your latest update. We are experiencing some challenges when trying to open booklets, particularly the 2015 one. In addition, we prefer to have the screen always on. Take a bow!!👊",5,jp,hesitate give star rating developer bravest person ever seen come matric exam country truly appreciate way categorized question grade level chapter however id like suggest take closer look app latest update experiencing challenge trying open booklet particularly one addition prefer screen always take bow
It is the best app . What I like is the question are catgorized based on the units,5,jp,best app like question catgorized based unit
This app doesn't work in ZTE PHONE,1,jp,app doesnt work zte phone
Wow,5,jp,wow
It's very useful application for students to practice for Entrance exam,5,jp,useful application student practice entrance exam
Thank you,5,jp,thank
It is very interesting app,5,jp,interesting app
Thank you,5,jp,thank
Tiru nw,5,jp,tiru nw
Best,5,jp,best
Tank you for your help,5,jp,tank help
Helpful,4,jp,helpful
"This app is so great , it has helped me overcome my confusions on many euee questions, but one thing is that .. when I do the questions in the "" after finishing"" mode , if I encounter a question which is hard and I skipped it, I will have to find it back in order to do it again. So if you could make sth like a flag or some reminder for a skipped question, that'd be great...and secondly it'd be great if it could rotate....other than that it's the app I'd recommend for everyone, thank you so much!",5,jp,app great helped overcome confusion many euee question one thing question finishing mode encounter question hard skipped find back order could make sth like flag reminder skipped question thatd greatand secondly itd great could rotateother app id recommend everyone thank much
It's very good,5,jp,good
Simply perfect!❤❤❤,5,jp,simply perfect
This is amazing app. Keep it up.,5,jp,amazing app keep
Very good app but offiline,5,jp,good app offiline
The greatest app,5,jp,greatest app
Best,5,jp,best
The best,5,jp,best
I love it,5,jp,love
It is best and amazing work of idea 👏👏,5,jp,best amazing work idea
I am happy about this app because It help me a lot in my entrance exam,5,jp,happy app help lot entrance exam
Excellent,5,jp,excellent
Am student I love it,5,jp,student love
This app is awful i can't download the data,1,jp,app awful cant download data
One of the best app on the world Keep it up♥️,5,jp,one best app world keep
Study,5,jp,study
The best app,5,jp,best app
Thise good app,5,jp,thise good app
This app is very interesting app. Please download and solve question,5,jp,app interesting app please download solve question
Expectional app,5,jp,expectional app
this is best app for exam preparation,5,jp,best app exam preparation
You have to pay to use this app,1,jp,pay use app
Awesome 💯,5,jp,awesome
Best appl thanks for developer.,5,jp,best appl thanks developer
"This app is a relief. Thanks a million. Just a constructive comment. If the app gets updated on a way when a student take a whole exam of certain year, their performance is not automatically measured unit by unit. I mean if I took Math exam 2015 I would love to see where is my weakness lie most, on which unit, and if the data is shared between the first and the second page which shows questions unit by unit I think that is possible",5,jp,app relief thanks million constructive comment app get updated way student take whole exam certain year performance automatically measured unit unit mean took math exam would love see weakness lie unit data shared first second page show question unit unit think possible
I thought it was free. Becareful guys could be a scam!,1,jp,thought free becareful guy could scam
"I was very interested by this app, beacause of its classification system topics by topics, but as a try when I saw questions of Biolgy grade 9 - 10 question 26, the answer is wrong with wrong explanation!!!",1,jp,interested app beacause classification system topic topic try saw question biolgy grade question answer wrong wrong explanation
Ethiomatric,5,jp,ethiomatric
Its very very helpful app i want to thank all who are involved,5,jp,helpful app want thank involved
"I found this app so helpful for all students especially for those who takes Entrance Exam. The questions classification by chapters is amazing,but there is some mistakes in all subjects.",5,jp,found app helpful student especially take entrance exam question classification chapter amazingbut mistake subject
Good,5,jp,good
Well done,4,jp,well done
I am so glad about this app 😁😁😁😁 It's features are absolutely insane the explanation are even better!!!! Wow thank you!!!!,5,jp,glad app feature absolutely insane explanation even better wow thank
Thank you for a good jop,5,jp,thank good jop
Very useful for Ethiopian Highschool students especially for Grade 12 students.... keep up the Good Job 👍🏿👍🏿👍🏿👍🏿👍🏿,5,jp,useful ethiopian highschool student especially grade student keep good job
ለገንዘብ ነው እንዴ የሰራችሁት,1,jp,
I don't have any word! Tnxs alot! You are really the father of students.,5,jp,dont word tnxs alot really father student
"Best, but if it include model ❤️ 😍",5,jp,best include model
Cool,5,jp,cool
A very useful app with questions and explanation,5,jp,useful app question explanation
"Perfect for G-12 students, really helpful!!!",5,jp,perfect g student really helpful
You guys doing great work keep it up!,5,jp,guy great work keep
Nice,5,jp,nice
wow app for euee,5,jp,wow app euee
Best and modern way,4,jp,best modern way
"It is very cool and worth the price, but the weak side is that it does not have an explanation on some questions",5,jp,cool worth price weak side explanation question
Good,5,jp,good
Good Job,5,jp,good job
Nice,5,jp,nice
Getan geram app nw Amazing 🙏,5,jp,getan geram app nw amazing
It'so lovely.I found it help ful.,5,jp,itso lovelyi found help ful
Very goog,5,jp,goog
It's very useful app 🙏🙏🙏🙏🙏,4,jp,useful app
Thank u,5,jp,thank u
Perfect,5,jp,perfect
It is very important app don't waste your time,5,jp,important app dont waste time
The best one,5,jp,best one
Super💯,5,jp,super
Can You Guys Please Include Dark Mode On The Next Update...,5,jp,guy please include dark mode next update
The star deserves a star !,4,jp,star deserves star
It is very fantastic app ever,5,jp,fantastic app ever
Fantastic,5,jp,fantastic
"This apps helps alot, it's pretty cool",5,jp,apps help alot pretty cool
Simply it's z best,5,jp,simply z best
Send to account number and email,5,jp,send account number email
We apple user need this app too,5,jp,apple user need app
Done Grade 9-12 at one page no change grade,5,jp,done grade one page change grade
An amazing app,5,jp,amazing app
It's good but the app crushes when I want to access the material from 2015,3,jp,good app crush want access material
Great,5,jp,great
Amazing app with all the things u want also the customer service is 10/10 they are really good You should try it!!!!,5,jp,amazing app thing u want also customer service really good try
It's best app for students like me so like it so much,5,jp,best app student like like much
Their customer support is really bad,1,jp,customer support really bad
Best app,5,jp,best app
"Why because zyte mobile smart phone didn't open ! , please! Opens",5,jp,zyte mobile smart phone didnt open please open
It's very good application,5,jp,good application
Well organised and easy to use,5,jp,well organised easy use
Its not work with ZTE smartphone please fo something,2,jp,work zte smartphone please fo something
"Is so good and more than i expected but im social science, it has limitation of including 2015 matric question. It becomes best if it's fulfill it.",4,jp,good expected im social science limitation including matric question becomes best fulfill
Social,5,jp,social
👍,5,jp,
Im beginner but as i think it is very useful,5,jp,im beginner think useful
Iam very happy thank you!,5,jp,iam happy thank
👏 appreciate it,5,jp,appreciate
It's nice,1,jp,nice
It is the best app for preparation. I used it and it help me a lot.,5,jp,best app preparation used help lot
Education,5,jp,education
I appriciate more this app!! THANKS❤❤,5,jp,appriciate app thanks
Thank you.......................?,1,jp,thank
This is the apk which i ever used and iloved.I got knowledge from it!,5,jp,apk ever used ilovedi got knowledge
Nice,5,jp,nice
Tanxs a lot!,5,jp,tanxs lot
it's the most interesting app I have ever seen,5,jp,interesting app ever seen
"I like very much ,but i wonder if included other years grade 9 and 10 matric exams",1,jp,like much wonder included year grade matric exam
I think It so cool 😎,5,jp,think cool
nice,5,jp,nice
its best for all grade 12 students in ethiopia for entrance,5,jp,best grade student ethiopia entrance
Damn i wanna install but it's says it doesn't work on your device,2,jp,damn wanna install say doesnt work device
Thanks to developers! it's an amazing app. Every Ethiopian student should use this app.,5,jp,thanks developer amazing app every ethiopian student use app
Keep it up more . I love this app,5,jp,keep love app
Its amazing application for students specially for high schools and preparatory,2,jp,amazing application student specially high school preparatory
What amazing app!!!,5,jp,amazing app
Good,5,jp,good
Nice,4,jp,nice
The best app ever.,5,jp,best app ever
Good app with brief explanation,4,jp,good app brief explanation
It is best,5,jp,best
Very usefull app,5,jp,usefull app
Keep up,5,jp,keep
Good 👌,5,jp,good
"All of the ideas are very interesting,however, the app is such boring",5,jp,idea interestinghowever app boring
It useful application.thanks,4,jp,useful applicationthanks
This app is very appreciated every one 10Q,5,jp,app appreciated every one q
amazing apps 🥰🥰🥰,5,jp,amazing apps
It's amazing app,5,jp,amazing app
This app is perfect but some question don't have answer,4,jp,app perfect question dont answer
The best apkn I have ever used I said that becouse 1 It can give enough explanation to each question 2 Order of questions according to each unit is the best thing i loved about this apkn,5,jp,best apkn ever used said becouse give enough explanation question order question according unit best thing loved apkn
Disappointed,1,jp,disappointed
Absolutely! Good app for students.,5,jp,absolutely good app student
good app,5,jp,good app
Ya 2011 grade 10 matric please be fore exam,1,jp,ya grade matric please fore exam
Update Ethio matirc,5,jp,update ethio matirc
It is best app,5,jp,best app
The best app for ever!,3,jp,best app ever
Please release new updates,3,jp,please release new update
this app is just a teacher.,5,jp,app teacher
They are supper late to update their exams the won't póst 2016 entrance exam for socials until ጥር mecheresha if you're an exam taker in 2016 don't buy it instead there are many pdfs out there I regret buying it,3,jp,supper late update exam wont pst entrance exam social mecheresha youre exam taker dont buy instead many pdfs regret buying
Best app,5,jp,best app
"I can say this App is exactly best but sometimes it gets wrong so, just try to make it accurate. Beside this is quiet good🙏🙏",5,jp,say app exactly best sometimes get wrong try make accurate beside quiet good
Why mony,1,jp,mony
I loved it,5,jp,loved
I love this app. This the best for grade 12 students,5,jp,love app best grade student
That's so good it has different questions within a unit it is very valuable student for preparation of entrance thanks,2,jp,thats good different question within unit valuable student preparation entrance thanks
It's Amazing...give it a try,5,jp,amazinggive try
King 🤴 of entrance and deeply used,5,jp,king entrance deeply used
"Let it be updated, it's good anyway",3,jp,let updated good anyway
i cant belive the money it asks toget the questions its really unfair specialy for student,1,jp,cant belive money asks toget question really unfair specialy student
Great job 👏,5,jp,great job
👌,5,jp,
questions with answer from biology are very good,5,jp,question answer biology good
Hi ethio matrics.how i can use your app? It is boired thing.,1,jp,hi ethio matricshow use app boired thing
ለሌላ ሰዉ ከፍዬ እንዴት መጠቀም ይችላሉ? ጥሩ አፕ ስለሆኑ በስጦታ ላበርክት,5,jp,
I love it,4,jp,love
😚,1,jp,
this is a good app as i see it on my friends phone but when it comes to mine it doesn't even let me buy the premium version of it plz fix this issue if you can,1,jp,good app see friend phone come mine doesnt even let buy premium version plz fix issue
God bless you,5,jp,god bless
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,5,jp,
"I really found it useful and the ui is great the way u can get the questions(separated by unit)is really good, it has it flaws but it's near perfect",4,jp,really found useful ui great way u get questionsseparated unitis really good flaw near perfect
Wow,5,jp,wow
It is so helpful guys tank you so much,5,jp,helpful guy tank much
I am fascinated to see this type of great educational app in Ethiopia !!!,5,jp,fascinated see type great educational app ethiopia
Wow,2,jp,wow
Its a great app,5,jp,great app
i like more this app,5,jp,like app
You are really smart keep it up,5,jp,really smart keep
"It,s good",5,jp,good
"It's a really helpful app, but just displays the questions of year 2008 and 2009 on my tablet. What should I do to get access of all the questions ?",1,jp,really helpful app display question year tablet get access question
I CAN'T EXPRESSED IT BY WORDS,5,jp,cant expressed word
"For real, it's helpful app which is needed by most of students. Keep up such a good work.",3,jp,real helpful app needed student keep good work
Its more supportive,5,jp,supportive
"Wow, Thanks for software developers",5,jp,wow thanks software developer
"Actually it is an important app specially i love the unit category style and the improving system, but to work better i think some advice won't be bad. Some quastions are without explanation and wrong answered and some are putted down in the wrong unit. Exept these all are awesome. 10Q BIG RESPECT 🙏🙏 keep it up",4,jp,actually important app specially love unit category style improving system work better think advice wont bad quastions without explanation wrong answered putted wrong unit exept awesome q big respect keep
Best app,5,jp,best app
"It is good, but you have improve better than this",3,jp,good improve better
The best app for preparing for the ethiopian university examinayion,5,jp,best app preparing ethiopian university examinayion
keep it up🙏🙏,5,jp,keep
This appp is fantastic thank you,4,jp,appp fantastic thank
how long will it take to add the latest exam (2015/2016)?,5,jp,long take add latest exam
It is best app to prepare to national exam,5,jp,best app prepare national exam
Its more important for Ethiopian students and mostly for rural area because in that area not enough teachers,4,jp,important ethiopian student mostly rural area area enough teacher
It's good. Please apply model exam and some another questions and answers.,3,jp,good please apply model exam another question answer
Best app,5,jp,best app
It's just a good work,5,jp,good work
Really great work!!,4,jp,really great work
Good luck with the new curriculum,5,jp,good luck new curriculum
I just love it olease make one for freshman in university please.,5,jp,love olease make one freshman university please
Why not update new curriculum,4,jp,update new curriculum
It's very good,5,jp,good
wow,5,jp,wow
Wow very interesting application,4,jp,wow interesting application
👌,5,jp,
I wanna use this app but the way for signing up is really difficult please tell me how can I use,1,jp,wanna use app way signing really difficult please tell use
Incredible app thanks...,5,jp,incredible app thanks
Thank you so much we really need some apps like this one. And i think it will help. BIG FAT 👍 FOR THE DEVELOPERS,5,jp,thank much really need apps like one think help big fat developer
"its really nice app, I like it thanks.",4,jp,really nice app like thanks
Why you not respond on time ? Try to make automatic.,1,jp,respond time try make automatic
Reg.No.1607518,5,jp,regno
just thank you,5,jp,thank
It is useful for the generation 👍👍,4,jp,useful generation
Good app,5,jp,good app
Best App,5,jp,best app
It is so amazing 😍😍,5,jp,amazing
I'm sure this app better than others,5,jp,im sure app better others
Please try to do the 2015 for us in recent time again what I want to know is please share your information you have on the result of our exam this year! When will it be released?,4,jp,please try u recent time want know please share information result exam year released
Exellent,5,jp,exellent
It's the best app that I've ever seen to prepare us for exam and it has all questions by grouping them with their units,4,jp,best app ive ever seen prepare u exam question grouping unit
Ethiomatric,4,jp,ethiomatric
Good,5,jp,good
I like it,5,jp,like
Good and smart,4,jp,good smart
ይሄን app ከፍቼ ነበር ግን ወደ ዋናው ገፅ አይወስደኝም በዚ ነገር ላይ ስሩበት,1,jp,app
degi man,5,jp,degi man
Exellint,5,jp,exellint
Wow! Go on never stop beacuse you keep the generation,5,jp,wow go never stop beacuse keep generation
This is good app👍,5,jp,good app
It's so nice,5,jp,nice
This app is good for me and all the user Because it's perfectly the matrice exam and it have best explanation to the question and doesn't use more storage....... and other i think you can get more this in the app...,4,jp,app good user perfectly matrice exam best explanation question doesnt use storage think get app
Very impressive,5,jp,impressive
It is very good and advanceble app,5,jp,good advanceble app
I love this app,5,jp,love app
My option is to have this apps,5,jp,option apps
I really appreciate this app this app is extremely vital for me But it require money to use it please do on this.,5,jp,really appreciate app app extremely vital require money use please
Its the best,5,jp,best
It's nice app for the help of grade 12 students 👍,5,jp,nice app help grade student
It help me for my prepatation,3,jp,help prepatation
Thankful for helping me,5,jp,thankful helping
Wow,5,jp,wow
Ok,5,jp,ok
Better than school,5,jp,better school
"I just love it,fair price and enough explanations. Thanks guys!!!",5,jp,love itfair price enough explanation thanks guy
Good,3,jp,good
this is the best mobile app for grade 12 students ❤❤❤❤,5,jp,best mobile app grade student
This app is valid only for 3 years after your payment! And they don't even mention it!,1,jp,app valid year payment dont even mention
Thank you,5,jp,thank
This is the best app for Grade 9-12 students,5,jp,best app grade student
It was a pretty good app but now when I tried to sign in to my account it said you cannot sign in on more than 1 phone but I don't remember signing in on another phone now I need a solution fast my exams are really close I tried to contact them on telegram but it just said that username doesn't exist please find me a solution real fast and then it might get a 5 star,2,jp,pretty good app tried sign account said cannot sign phone dont remember signing another phone need solution fast exam really close tried contact telegram said username doesnt exist please find solution real fast might get star
ሊከፍትልኝ ኣልቻለም unknown error occured እያለኝ ነው እንዴት ላድርግ,3,jp,unknown error occured
Wow,5,jp,wow
its cool,5,jp,cool
How preparation entrances examination 1month,5,jp,preparation entrance examination month
Ethio matrix,5,jp,ethio matrix
Ethio mateix,4,jp,ethio mateix
It is good app for grade 12 student,5,jp,good app grade student
A nice spp,5,jp,nice spp
very good dont discontinu,5,jp,good dont discontinu
you make me feel confident. God pay you in heaven.,5,jp,make feel confident god pay heaven
It is best app for 9-12 students,5,jp,best app student
Looks great,5,jp,look great
Thank you for your kind answers and help through the situations and problems. You have a good way of talking to customers. Thanks,4,jp,thank kind answer help situation problem good way talking customer thanks
It's good for student,5,jp,good student
Very thoughtfully developed. However the unmarked star is due to the long payment confirmation system I hope It'll be upgraded.,4,jp,thoughtfully developed however unmarked star due long payment confirmation system hope itll upgraded
Good,1,jp,good
Why 😭 subscription is needed 😳😳,1,jp,subscription needed
Amazing app for students,5,jp,amazing app student
Please make it easier,5,jp,please make easier
Thank you very much,5,jp,thank much
"This is tedious app, please simplify it to use easly",2,jp,tedious app please simplify use easly
Excellent app,5,jp,excellent app
"Just recommendation. Create a system that download all or selected subject (test) at the background consecutively without stopping unless the user paused it, Second add some themes(not that mucg important but i think a lot of users would like to have that). Thank you for creating such helpful app It worth payment.",5,jp,recommendation create system download selected subject test background consecutively without stopping unless user paused second add themesnot mucg important think lot user would like thank creating helpful app worth payment
Best ethio matric,5,jp,best ethio matric
Best app,5,jp,best app
Very good app for all student,4,jp,good app student
This is the worst app I have ever seen!!! What a corruption are you doing on the ethiooian people!,1,jp,worst app ever seen corruption ethiooian people
This app is very important at any time and it is help me in my exam time !!,5,jp,app important time help exam time
Shame on you for not even being ready to accept comments😏😏am disappointing you being disrespectful😏😏,1,jp,shame even ready accept commentsam disappointing disrespectful
"It is really really good app It help me more than you think Thank you very Mach,but my ignorance is some questions doesn't have any explanation for this matter please improve it.",4,jp,really really good app help think thank machbut ignorance question doesnt explanation matter please improve
Fantastic,5,jp,fantastic
I'm grateful having this app. It's helpful,5,jp,im grateful app helpful
Amazing,5,jp,amazing
Why payment if you already relased,2,jp,payment already relased
This app is very useful for grade 12 students I really appreciate the developer thank so much dear for this amazing job may almighty bless you 5*,5,jp,app useful grade student really appreciate developer thank much dear amazing job may almighty bless
ተመችቶኛል,5,jp,
Good,5,jp,good
Great 👍 work,1,jp,great work
Good,4,jp,good
It is a good app fr 🙌,5,jp,good app fr
it is so smart app,5,jp,smart app
Rest,5,jp,rest
V.good,5,jp,vgood
"I give two star because the app is not really use for student,it is ask a price.oh so boring.",2,jp,give two star app really use studentit ask priceoh boring
I'm proud of Ethiopian tho,5,jp,im proud ethiopian tho
This app is best for all students!,5,jp,app best student
Great app,5,jp,great app
Wow this is so much cooler than I expected. The developer is a genius 👏 🙌,5,jp,wow much cooler expected developer genius
Very interested app,5,jp,interested app
This app is important for students like me.,5,jp,app important student like
Best for students but no 2015 update for social class,4,jp,best student update social class
It's amazing wow,5,jp,amazing wow
Good app,5,jp,good app
It is amazing app it can help every one who are in learning check it,5,jp,amazing app help every one learning check
This will help a lot of ethiopian students thank you so much,5,jp,help lot ethiopian student thank much
Signup ማድረግ አልቻልኩም,1,jp,signup
2014/15 EC Ethio matric grade 12,2,jp,ec ethio matric grade
It is expensive,2,jp,expensive
🙏🙏 i like this app በጣም ጡሩ 🇪🇹🇪🇹😜,5,jp,like app
It's amazing app,5,jp,amazing app
2014/2015 exam book,1,jp,exam book
"More than. 70 percent of Ethiopian students can not pay. Do you want for the rich students only to pass the exam. It's is absurd. You must develop for your cou try as a citizen, I say this as a representative for may of my friends.",1,jp,percent ethiopian student pay want rich student pas exam absurd must develop cou try citizen say representative may friend
"First i would like to tnx this app developer. about This app,it is an amazing and it have high tendecy to prepare euee becuase simply anyone can read by your own chapter choice and when the student finish your reading then you can get the question separately by unit this due to this and other my opinion I give 4 star keep it up 🙏🙏🙏",4,jp,first would like tnx app developer appit amazing high tendecy prepare euee becuase simply anyone read chapter choice student finish reading get question separately unit due opinion give star keep
Wow gobezoch,5,jp,wow gobezoch
Don't download fake 🤥🤥 application,1,jp,dont download fake application
Wow,4,jp,wow
Hi. I'm a user of this application since last year and it helped me a lot.So if you are grade 12 student i recommend you to use this app.and I want to say thank you for the developer's because of I'm getting more information with less payment.,5,jp,hi im user application since last year helped lotso grade student recommend use appand want say thank developer im getting information less payment
Thank you,5,jp,thank
It 's good application,3,jp,good application
Gn ke 2 years kemihon biyans ke 1 year behuwala pls mknyatum mn yahl endemitekm lenante annegrachum demo ke 2000 jemro bayhon rasu bechalachut akm eske 2016 dres balew tnsh ametemhret btchemrubet arif new at least ke 2004/5 jemro yalewn pls pls pls!!!,3,jp,gn ke year kemihon biyans ke year behuwala pls mknyatum mn yahl endemitekm lenante annegrachum demo ke jemro bayhon rasu bechalachut akm eske dres balew tnsh ametemhret btchemrubet arif new least ke jemro yalewn pls pls pls
I have a question is it good for 2015 matric examination,1,jp,question good matric examination
Best,5,jp,best
I recommend it,4,jp,recommend
Now just about exam 2015 come,5,jp,exam come
It is very useful application,5,jp,useful application
It is amazing app it divide questions in their unit and it is simple to study however it has problems I give only 3 stars because there are wrong answers and some questions haven't any explanation and many questions haven't sufficient explanation,3,jp,amazing app divide question unit simple study however problem give star wrong answer question havent explanation many question havent sufficient explanation
Best app,5,jp,best app
Thinks for the owner of this app,5,jp,think owner app
"The app is exellent, the only problem i found out is ""english "" used for showning direction and else are not enoughly correct",1,jp,app exellent problem found english used showning direction else enoughly correct
Amazing App ! I loved it 🥰,5,jp,amazing app loved
Pls Grade 10 Matric Questions below 2008,3,jp,pls grade matric question
Ethio entrance 200 _2007 Add on this,2,jp,ethio entrance add
Excellent work try to add important parts that help for preparation . Thank you,5,jp,excellent work try add important part help preparation thank
Galatoomaa,5,jp,galatoomaa
Very good,4,jp,good
Grade 12 yehonachihu tetekemubet,5,jp,grade yehonachihu tetekemubet
Better it has an iOS version,3,jp,better io version
IAM THE USER OF THE APP SO I AM HAPPY I WANT TO ADVICE USE THIS APP,5,jp,iam user app happy want advice use app
It is a good app for student and I appreciate the developer,3,jp,good app student appreciate developer
A very simple yet impactful service at such a price. The only defect i see is that it doesn't rotate when needed.,4,jp,simple yet impactful service price defect see doesnt rotate needed
Goop,5,jp,goop
It is best,5,jp,best
It's number one Ethiopian student app👌,5,jp,number one ethiopian student app
I 'm so happy in this app. 😊😊😊😊😊😊😊😊,5,jp,happy app
I appreciate you you are father of students 💝💝💝💝💝,4,jp,appreciate father student
Amazing app thanks this app help me a lot to get 500 above,5,jp,amazing app thanks app help lot get
It's very interesting app i love it❤,5,jp,interesting app love
Good,5,jp,good
Great,5,jp,great
I am best,5,jp,best
"This App the best one so, I advise you please use to to know more",5,jp,app best one advise please use know
This app is good for students specially grade 12,5,jp,app good student specially grade
Tanks 👏👏 it help me alot . keep it up 👏👏👏,5,jp,tank help alot keep
Vvvvvv Good app,5,jp,vvvvvv good app
"Thank you, this all are your hard work and thinking about future ...",5,jp,thank hard work thinking future
"This app is very important for us,thanks a million😍.",5,jp,app important usthanks million
ፈተናዎችን እላሳየኝ አለ ምን ላድርግ ተጨማሪ ሐሳብ ለመስጠት ስልክ ቁጥራቹን ላኩልኝ ።,2,jp,
ጥሩ አፕልኬሽን ነው እናመሰግናለን ። የክፍያ ስርአቱ ሁሉም ለመክፈል በሚችልበት መንገድ አርጉ,5,jp,
It is a Great app,5,jp,great app
2014-15 it requires payment to open yilal fix argut tnxs,4,jp,requires payment open yilal fix argut tnxs
It is the best app and keep it up But If you add to it 2015 Entrance of social science it will be better since u are releasing always social science exams late.,5,jp,best app keep add entrance social science better since u releasing always social science exam late
this app is very effective and it's so simple to use. Thanks to the organizers!,5,jp,app effective simple use thanks organizer
Mathematics for prep,5,jp,mathematics prep
It is very good for our matric & ministry examination,5,jp,good matric ministry examination
Like,5,jp,like
It is great app It deserves ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐10 star,5,jp,great app deserves star
Pre exam practice questipn is a good idea. But it doesnot include 14 and 15 euee exam. Although i give five star,5,jp,pre exam practice questipn good idea doesnot include euee exam although give five star
Good app,5,jp,good app
"It's the best app inorder to prepare for exam , but it is fixed doesn't update itself, doesn't hold new exams which were took. Generally it's the best app.l have never seen an app like this still with appropriate payment.enjoy the app",5,jp,best app inorder prepare exam fixed doesnt update doesnt hold new exam took generally best appl never seen app like still appropriate paymentenjoy app
Good work,5,jp,good work
"This app is very useful app and good visualization, considered as very important to student but it is not available for time",4,jp,app useful app good visualization considered important student available time
Nice,5,jp,nice
Please add more questions from 2000-2007EC,5,jp,please add question ec
Bad 100birr per subject,1,jp,bad birr per subject
It is very nice app.,5,jp,nice app
I find it interesting,5,jp,find interesting
Wow,5,jp,wow
I like it,5,jp,like
One of the best Ethiopian made app i ever seen.👍👍 i recommend every high school students to try it. And also i suggest that the app develpers to promote it more especially on telegram platform.,5,jp,one best ethiopian made app ever seen recommend every high school student try also suggest app develpers promote especially telegram platform
Ethio matric,3,jp,ethio matric
It's very nice but there is only a trials question so how can i get the rest question?,5,jp,nice trial question get rest question
It's interesting app,5,jp,interesting app
Waw best exambook....Pls could you up date to exams 2014/15?,4,jp,waw best exambookpls could date exam
Really This Application Is Very Nice I Hope You Will Add More Questions For 2000-2007 Keep Up The Good Bro,5,jp,really application nice hope add question keep good bro
Good,5,jp,good
Arif new gn ke 2000ec jemro bihon yishalak new,3,jp,arif new gn ke ec jemro bihon yishalak new
Thanks All,5,jp,thanks
I am Appreciated developer of this App thank you very much,5,jp,appreciated developer app thank much
I don see the book but I like it,5,jp,see book like
It's portable and easy to use it is better than exam books,5,jp,portable easy use better exam book
Its good for student keep on it,3,jp,good student keep
Very good apps it's help student prepare for Entrance exam anywhere ❤️ I suggest also recently entrance exam to be included 👌,5,jp,good apps help student prepare entrance exam anywhere suggest also recently entrance exam included
Really Time And Effort Saving. Sending ma Gratitudes To The Developers!!,5,jp,really time effort saving sending gratitude developer
It is good,5,jp,good
