content,score,country,clean_review
Ride,5,in,ride
"very helpful app. Kudos to Ride team. Some improvements: - the location detection, the app doesnt seem to refresh locations. i had few incidents where it connects me to drivers from previous location. - when there r no near by drivers, it still connects to drivers that are too far away. may be give user the info before connecting. - introducing local language - encourage drivers (and users) to use the maps provided. it can save time. -encourage drivers not to use cell phone while driving",4,in,helpful app kudos ride team improvement location detection app doesnt seem refresh location incident connects driver previous location r near driver still connects driver far away may give user info connecting introducing local language encourage driver user use map provided save time encourage driver use cell phone driving
useful,5,in,useful
"The app is great, but needs to work more on reservation issues!",4,in,app great need work reservation issue
an ideal app for Ethiopians.,5,in,ideal app ethiopian
"first and last time! appalling customer service and non existent logistics I had booked my ride , for a 4.15am pick up, I called the office to confirm, at 3.55am , and was told the driver had cancelled, they then said they'd phone me back to confirm another ride , they never did ! At 4.35am I received another call from the original driver asking why I was not at my hotel.",1,in,first last time appalling customer service non existent logistics booked ride pick called office confirm told driver cancelled said theyd phone back confirm another ride never received another call original driver asking hotel
no one is accepting my request of driver. i requested drivers to to take me home this past week and most drivers are not accepting the order I made. the drivers prefer to accept short trips. this is new problem ride have to overcome.,1,in,one accepting request driver requested driver take home past week driver accepting order made driver prefer accept short trip new problem ride overcome
Best taxi app in Ethiopia. Keep up the good work.,5,in,best taxi app ethiopia keep good work
Very useful. Fare pricing. i dont have to waste time bargaining with drivers of taxi,4,in,useful fare pricing dont waste time bargaining driver taxi
The payment is too much,4,in,payment much
Great next to the Uber app,5,in,great next uber app
Loving it.,5,in,loving
"This is The best Taxi App if u wanna go around the city . safe , fast, secuerd . im from State and Loving it .",5,in,best taxi app u wanna go around city safe fast secuerd im state loving
i had a nicest experience with Ride. it made my travel much easier and way cheaper. thank you,5,in,nicest experience ride made travel much easier way cheaper thank
i can't register why is it,2,in,cant register
nice app for ethiopian standard.... but i hav some ideas to improve the ux design.... but nice app.,5,in,nice app ethiopian standard hav idea improve ux design nice app
it made my transport life easy,5,in,made transport life easy
easy to use,5,in,easy use
It's a good app. But try to develop for iPhone users as well.,3,in,good app try develop iphone user well
Very nice app...,5,in,nice app
Great app,5,in,great app
good job,5,in,good job
Great app,5,in,great app
It is a very awesome and fair app ... loved it ... keep it up imrove it more...,5,in,awesome fair app loved keep imrove
My life is better than before clearly.,5,in,life better clearly
I like it,5,in,like
I think its cool app,5,in,think cool app
Ride you are the best and go on,5,in,ride best go
Excellent app,5,in,excellent app
Amazing,5,in,amazing
Fastest pickup ever,5,in,fastest pickup ever
Liked it,5,in,liked
No comment,5,in,comment
I am a man who has been sent to you by email or telephone us on Twitter join us. We have a look at the moment. The comments for your help. I have been a while. I have been a while. I have been a while,5,in,man sent email telephone u twitter join u look moment comment help
It is very nice,5,in,nice
The best tech service in Ethiopia,5,in,best tech service ethiopia
Cool,5,in,cool
"Thank you RIDE, u guys are awesome!",5,in,thank ride u guy awesome
it is very irritating that the app couldn't be downloaded no matter how i tried and besides you don't respond calls,2,in,irritating app couldnt downloaded matter tried besides dont respond call
Excellent app,5,in,excellent app
Great app. Great job,5,in,great app great job
Keep it up Guys!!,5,in,keep guy
Good Aps,5,in,good aps
Its..good.,5,in,itsgood
Best taxi service app in Ethiopia,5,in,best taxi service app ethiopia
"Nice app!!! I really don't trust your drivers... always taking longer routs to get more money, which is very annoying. But this app solves this issue! One other thing i want to raise is privacy!!! I know that this app uses GPS to locate my position and send it to the driver when i order a Ride, which means that the app can has full acess to my location information at all times, so how can i be sure that some one isn't tracing my location when i'm not using the app???",5,in,nice app really dont trust driver always taking longer rout get money annoying app solves issue one thing want raise privacy know app us gps locate position send driver order ride mean app full acess location information time sure one isnt tracing location im using app
Its nice app but you have to upgrade the map its not showing the whole road,5,in,nice app upgrade map showing whole road
It doesn't even work poor application,1,in,doesnt even work poor application
Very nice application I really like it,4,in,nice application really like
Luv it,5,in,luv
Love it,5,in,love
"This is a five star app, but I am giving it four. You are, undoubtedly, the best in the public transport business. Yet, you are comparing your self with those that are soon to be obsolete! Your price, for now, might work but in the very near future, other competitors with the same excellency will come. Reduce the starting fee, if you are not going to reduce the tariff per kilometer. And be logical, how on earth can you set a higher price on the weekends? It is like to go to a bar on its happy hour and pay double. Weekends should be like happy hour for ride users and the tariff on weekends should be lower than that of the working days. Like I said this is a five star app so keep up the good work!",4,in,five star app giving four undoubtedly best public transport business yet comparing self soon obsolete price might work near future competitor excellency come reduce starting fee going reduce tariff per kilometer logical earth set higher price weekend like go bar happy hour pay double weekend like happy hour ride user tariff weekend lower working day like said five star app keep good work
👌👌👌,5,in,
"Organized, Amazing, smart, efficient!!!!",5,in,organized amazing smart efficient
It's perfect,5,in,perfect
በተወሰነ መልኩ ተጠቅሜበታለሁ እስካሁን ባለን የትራንስፖርት ዘርፍ ችግር ፈቺ እና ዘመናዊ ሆኖ አግኝቼዋለው ይበል የሚያሰኝ ነው።,4,in,
This is simply great!!! Keep up z good work,5,in,simply great keep z good work
The amount of text messages you send to customers is too damn much....otherwise good service... #StopTheSpam,3,in,amount text message send customer damn muchotherwise good service stopthespam
Nice app,4,in,nice app
Arif new,5,in,arif new
It could be improved to locate the customer on the drivers map,3,in,could improved locate customer driver map
U r brilliant .....no words to say just keep going make our life so simple and thank you for giving us ride👌👌👌👍👍👍👍,5,in,u r brilliant word say keep going make life simple thank giving u ride
Perfect,5,in,perfect
👌👌👌,5,in,
I think you guys are playing important role in terms of resolving transportation problems in Addis Ababa. Good job!!!!!,4,in,think guy playing important role term resolving transportation problem addis ababa good job
Nice,3,in,nice
Proud to be Ethiopian and to use this.,5,in,proud ethiopian use
Fantastico,5,in,fantastico
It would be great if it can work offline,4,in,would great work offline
Nice!,5,in,nice
Keep it up,5,in,keep
User friendly,4,in,user friendly
"Excellent app .Affordable and very safety friendly service in Ethiopia,",5,in,excellent app affordable safety friendly service ethiopia
Easy to use and good services... Cheapest Ride in Ethiopia,5,in,easy use good service cheapest ride ethiopia
I love ur service and z app but make it offline.,4,in,love ur service z app make offline
Excellent app & service. Most safe & cheap taxi service in Ethiopia.,5,in,excellent app service safe cheap taxi service ethiopia
I loved it,5,in,loved
A great app that made transportation in addis simple,5,in,great app made transportation addis simple
"Great Idea and very user-friendly app. I always proud to tell others to start using RIDE. As it has been said RIDE is the Ethiopian version of Uber. One comment to add, can you please facilitate the online payment like Uber so that we can avoid cash transaction.  The rest I’m happy using RIDE as your billing system is fair and I can get the electronic receipts via email also your drivers are professionals and felt safe using RIDE.",5,in,great idea userfriendly app always proud tell others start using ride said ride ethiopian version uber one comment add please facilitate online payment like uber avoid cash transaction rest im happy using ride billing system fair get electronic receipt via email also driver professional felt safe using ride
It's helpful,5,in,helpful
I really appreciate the good work (: keep rising.,5,in,really appreciate good work keep rising
Yabede new ride app ymechachu,5,in,yabede new ride app ymechachu
Its not downloadable,1,in,downloadable
"Wooooow, i like seeing fellow s.enginers make it big, wht a great app for a great country,really proud of u guys.",5,in,wooooow like seeing fellow senginers make big wht great app great countryreally proud u guy
Good,5,in,good
josey,5,in,josey
Best app,5,in,best app
Very nice app,5,in,nice app
This app is like an Uber in Ethiopia,4,in,app like uber ethiopia
Good,5,in,good
Keep it up.....,5,in,keep
Nice,5,in,nice
Completely amazing very useful interactive ui awesome application. We need more technology centered service like this. Thanks ride for your hard work,5,in,completely amazing useful interactive ui awesome application need technology centered service like thanks ride hard work
Its fine.,2,in,fine
Best idea I even try the ride taxi app from USA it work just perfect and also I canceled with reason for trying out the app keep it up,5,in,best idea even try ride taxi app usa work perfect also canceled reason trying app keep
It's too convenient,5,in,convenient
First I want to thank Mrs. SAMRAWIT for bringing a new technology to our country. Just I want to give feedback on price. In my view the price is too expensive 10birr/km. You have to reduce the price for Ethiopian citizens(domestic). As other country making some difference . አሁን ህንድ ሀገር ነኝ ሀገሬ ስገባ እጠቀማለሁ ።,5,in,first want thank mr samrawit bringing new technology country want give feedback price view price expensive birrkm reduce price ethiopian citizensdomestic country making difference
I heard about,5,in,heard
What a nice app,5,in,nice app
It's working very well...,5,in,working well
Fast pickup and great drivers. Easy to use app. Loved it.,5,in,fast pickup great driver easy use app loved
"15 Birr/ Kilo Meter is way expensive. Without any economical justification 
it's being savage to increase price.",1,in,birr kilo meter way expensive without economical justification savage increase price
"The app is OK but too often there are no drivers around. Other times 
drivers cancel the ride after accepting it in the app because they are too 
far. When you contact them by phone, some times is OK but one lady 
systematically hangs out in the middle of the call if she doesn't 
understand because her English is not good. A lot to improve I think...",2,in,app ok often driver around time driver cancel ride accepting app far contact phone time ok one lady systematically hang middle call doesnt understand english good lot improve think
Its a nice app for ethiopian taxi users perfect app love it,5,in,nice app ethiopian taxi user perfect app love
Usually works great,5,in,usually work great
"In the new update  the map is not showing  , it showing a blank page  the user can't see where it is",4,in,new update map showing showing blank page user cant see
I will appreciate it if the drivers drive faster a little bit,3,in,appreciate driver drive faster little bit
Excellence,5,in,excellence
"Ride was great in every aspect at the beginning, lately the drivers decline your request after accepting it without letting you know their reason.avoid your call. if there is a rating for every driver it would make them more responsible.",4,in,ride great every aspect beginning lately driver decline request accepting without letting know reasonavoid call rating every driver would make responsible
Arif naw batam tatkamuit,5,in,arif naw batam tatkamuit
"I like the idea, but I could not register after several attempts.  The app would not send me an SMS to register and the backup system of a phone call did not work either on multiple attempts to register.  It was really inconvenient to not be able to register as I waited for a ride.",2,in,like idea could register several attempt app would send sm register backup system phone call work either multiple attempt register really inconvenient able register waited ride
"Great app, carefully created to fulfill users demands and very easy to use.",5,in,great app carefully created fulfill user demand easy use
I love this App! It's not confusing at all! It's easy and useful! People should really download this App because it would minimize the time they stand on the streets to wait for a random taxi. You just have to download this App on your phone and use it whenever you want. The drivers are quick and polite. I promise you won't regret it!!! I have been using this App since it started and I have never been upset. The cost is responsible too!!!! Would you rather stand in a line in the scorching sun for hours or download this App and get to where you want in less than an hour? Your choice!,5,in,love app confusing easy useful people really download app would minimize time stand street wait random taxi download app phone use whenever want driver quick polite promise wont regret using app since started never upset cost responsible would rather stand line scorching sun hour download app get want less hour choice
For Addis Ababa... this is perfect,4,in,addis ababa perfect
The RIDE app is flawless. The drivers are mostly online and available therefore you don't want for long to get a ride. I would recommend it anytime to individuals or corporates looking for convenience and best prices in Addis.,5,in,ride app flawless driver mostly online available therefore dont want long get ride would recommend anytime individual corporates looking convenience best price addis
It's a Gr8 application.,5,in,gr application
"really most convenient way to book taxi rides in Addis and to ensure you're paying the right fare. easy to use, efficient... goodbye to the bargaining with taxis,",5,in,really convenient way book taxi ride addis ensure youre paying right fare easy use efficient goodbye bargaining taxi
If you need a taxi in Addis for an affordable fixed price just use this app. Drivers are trained and polite. You can give a review at the end of your trip.,5,in,need taxi addis affordable fixed price use app driver trained polite give review end trip
Great service!,5,in,great service
በጣም ደስ የሚል ጅማሬ,5,in,
"It works well, and simple to use",5,in,work well simple use
It's very nice but I reinstalled it and I can't get activation text,5,in,nice reinstalled cant get activation text
Good Work!!!!!!,5,in,good work
"Very nice app, works perfectly fine, syncs with the drivers app well.",5,in,nice app work perfectly fine syncs driver app well
It's so great to see such a great app. Keep up the good work,5,in,great see great app keep good work
በርቱ ከዚህ በላይ እንጠብቃለን ከእናንተ,4,in,
Love the simplicity of it all. Great app.,5,in,love simplicity great app
"The app has become more inconvenient and less user friendly than the earlier versions. Its reward points feature is nominal, unlike other service providers.",1,jp,app become inconvenient less user friendly earlier version reward point feature nominal unlike service provider
wow what a nice trip,5,jp,wow nice trip
v.good,4,jp,vgood
we served wt respect. keep up the good work.,5,jp,served wt respect keep good work
Had a calm and helpful driver!,5,jp,calm helpful driver
nice one,4,jp,nice one
nice,3,jp,nice
Smooth app accurate location Hi5 Hybrid designs.,3,jp,smooth app accurate location hi hybrid design
please drivers need to keep your can inside smell clean its very dirty all cars and stinks,4,jp,please driver need keep inside smell clean dirty car stink
Nice car and good service,5,jp,nice car good service
thank you!,5,jp,thank
The Driver Droped me off before my destination,1,jp,driver droped destination
my wallet says I'm on debt -1.7k tried n called the operators they say it's okay but fix it,1,jp,wallet say im debt k tried n called operator say okay fix
satisfied,5,jp,satisfied
Excellent,5,jp,excellent
wonderful system,5,jp,wonderful system
best,5,jp,best
"it was easy to order, the driver showed up in a cool electric car and on the, despite the complex location I was in (Marketo).",5,jp,easy order driver showed cool electric car despite complex location marketo
great,4,jp,great
good,4,jp,good
"very, professional and skilled",5,jp,professional skilled
too fast,5,jp,fast
great service,5,jp,great service
good,5,jp,good
nice,5,jp,nice
sublime,4,jp,sublime
best,5,jp,best
ride is very efficient and effective,5,jp,ride efficient effective
Excellent app. Please provide an option to pay with CASH instead of Ride Wallet.,4,jp,excellent app please provide option pay cash instead ride wallet
good,5,jp,good
Excellent app,5,jp,excellent app
They are scammers ! they make you pay for traffic jam,1,jp,scammer make pay traffic jam
good,5,jp,good
very nice app wish all the best for ride company,5,jp,nice app wish best ride company
😊,5,jp,
good,5,jp,good
convenient Riding service,5,jp,convenient riding service
Polite personality,5,jp,polite personality
"Never dare to order food through this app, the driver will call and extort you. The support team can't even help you.",1,jp,never dare order food app driver call extort support team cant even help
it's accurate and on time service,5,jp,accurate time service
Good driver and and reasonable price 👍🏽,5,jp,good driver reasonable price
very good driver 👌,5,jp,good driver
amazing driver,5,jp,amazing driver
Best driver ever. He followed the map perfectly. Humble and very good driver,5,jp,best driver ever followed map perfectly humble good driver
It's a good app. My only complaint is a lot of these drivers do not use the map to find you. They'll ask you a million questions to find out where you are instead of just looking at the gps. I've had to cancel rides because the driver couldn't find me. Please teach these drivers about the gps/map it seems like 80% of them don't know it exists,4,jp,good app complaint lot driver use map find theyll ask million question find instead looking gps ive cancel ride driver couldnt find please teach driver gpsmap seems like dont know exists
clean car and respectful driver....great service overall,5,jp,clean car respectful drivergreat service overall
Thank you the most beautiful hospitality,5,jp,thank beautiful hospitality
it's simple and fast.i like it!!!,5,jp,simple fasti like
ok,5,jp,ok
"Respectful and kind drive, clean and attractive interior, safe ride.",5,jp,respectful kind drive clean attractive interior safe ride
"well done,Thanks",4,jp,well donethanks
Movement made easy,5,jp,movement made easy
reasonable service - better if having change from 100 birr. he didn't have. a bit annoying,4,jp,reasonable service better change birr didnt bit annoying
Safeway😉,5,jp,safeway
እጅግ በጣም ጥሩና የተረጋጋ ሃላፊነትን በመሸከም የሚያሽከረክር ሹፌር ነው።,5,jp,
It has best map system for the app,5,jp,best map system app
Pls Some of us don't know Our drop off in the map! pls let as just text,3,jp,pls u dont know drop map pls let text
very polite guy,5,jp,polite guy
it still has some kind of bug. It show negative -678 not paid balance on my wallet which is false. I couldn't use my ride point which I have around 5900 point but it says try again later and it's about to expire saying that. your user help contact phone number doesn't work. Very disappointed. Feres is better goodbye ride. and I did give more info on your email and no response!!!,1,jp,still kind bug show negative paid balance wallet false couldnt use ride point around point say try later expire saying user help contact phone number doesnt work disappointed feres better goodbye ride give info email response
Easy to use,5,jp,easy use
expensive,2,jp,expensive
good,4,jp,good
good,3,jp,good
good job,5,jp,good job
the driver is the best,5,jp,driver best
Cannot even add a card,1,jp,cannot even add card
"Satisfied, I am!",5,jp,satisfied
good,5,jp,good
its good,3,jp,good
good experience,5,jp,good experience
Horrible. Drivers are unreliable. Drivers cancel rides. Drivers don't stick to price on app. There's no customer service email or number. No one to complain or dispute fares.,1,jp,horrible driver unreliable driver cancel ride driver dont stick price app there customer service email number one complain dispute fare
very efficient,5,jp,efficient
nice,5,jp,nice
great,5,jp,great
such a good service thank you 😊,5,jp,good service thank
perfe,5,jp,perfe
always great,5,jp,always great
best 👌,5,jp,best
"It's great. But then it froze. What to do? i have tried to uninstall it, but this didn't work.",4,jp,great froze tried uninstall didnt work
"The driver was kind, I wanted to pick up stuff in the shop. He assisted in getting it and didn't ask for anything extra",5,jp,driver kind wanted pick stuff shop assisted getting didnt ask anything extra
Best service,5,jp,best service
Best,5,jp,best
Excellent!!!,5,jp,excellent
very good service,5,jp,good service
driver arrived on time with excellent driver..,4,jp,driver arrived time excellent driver
good,5,jp,good
very good,5,jp,good
UI needs improvements,1,jp,ui need improvement
Waqoo,5,jp,waqoo
very good,5,jp,good
😍😍😍😍,5,jp,
በጣም ጥሩ እና መልካም አሽከርካሪ ነዉ ።,5,jp,
the trip was awesome!! the driver was helpful and professional!! his communication is perfect,5,jp,trip awesome driver helpful professional communication perfect
Ride is the best in the city. The application the drivers the way they accept comments and feedbacks is just amazing,5,jp,ride best city application driver way accept comment feedback amazing
nice,5,jp,nice
good,5,jp,good
👍,5,jp,
Good 👍,5,jp,good
"App is crushing repeatedly can't use it, please fix it.",2,jp,app crushing repeatedly cant use please fix
I would've gave it 4 stars but now the app doesnt open and it keeps laging and not opening,2,jp,wouldve gave star app doesnt open keep laging opening
Excellent,5,jp,excellent
It is the very useful service giving app in Ethiopia thank you!!,4,jp,useful service giving app ethiopia thank
"There are a lot of drivers that use a fake app that looks quite similar to ride and charge customers higher prices. I was once a victim of such a scam and reported it to their customer service but ride was not willing to do anything. Ride's image is being destroyed by such drivers, they should do more to protect their customers.",1,jp,lot driver use fake app look quite similar ride charge customer higher price victim scam reported customer service ride willing anything ride image destroyed driver protect customer
👍 good,5,jp,good
Tank you We are happy to ride,5,jp,tank happy ride
"the best so far in ethiopia, 100/10",5,jp,best far ethiopia
"Of you're looking for extremely slow services, this is the app.",1,jp,youre looking extremely slow service app
good 👍,4,jp,good
Nice,5,jp,nice
very nice app,5,jp,nice app
Drivers accept orders but dont look where to come for the pick up and then call you and say theyre too far. Then the app bans you for cancelling orders when infact the drivers arent coming.,1,jp,driver accept order dont look come pick call say theyre far app ban cancelling order infact driver arent coming
wow,5,jp,wow
very polite,5,jp,polite
Poor customer handling,3,jp,poor customer handling
the driver told me to cacle the order and a message apperses - 50 on my wallet?,1,jp,driver told cacle order message apperses wallet
safe ride! thanks a lot,5,jp,safe ride thanks lot
Good app but the drivers aren't that helpful and the map positioning is not advanced,5,jp,good app driver arent helpful map positioning advanced
Great app to get the ordered food and the place where we go in our hand.,5,jp,great app get ordered food place go hand
very good,5,jp,good
"The wallet feature is poorly implemented. Despite checking the ""cash"" option during order, some times I'm charged from the wallet even though I paid in cash. Please review this, it's frustrating",2,jp,wallet feature poorly implemented despite checking cash option order time im charged wallet even though paid cash please review frustrating
good,5,jp,good
good app,5,jp,good app
easy to book and cheaper compared to regular taxi,5,jp,easy book cheaper compared regular taxi
it was great travelling with your platform thanks,5,jp,great travelling platform thanks
Very friendly driver,5,jp,friendly driver
very good app and easy to use,5,jp,good app easy use
Best Platform,5,jp,best platform
Great service,5,jp,great service
"I always find it difficult to get a ride to my home or elsewhere, because the drivers can cancel the ride however they want and you cannot even give a compliant because there is no one to listen. Ride was once a better transport service company but now its going backwards with the unprofessional drivers and lack of regulations for them.",1,jp,always find difficult get ride home elsewhere driver cancel ride however want cannot even give compliant one listen ride better transport service company going backwards unprofessional driver lack regulation
Nice,5,jp,nice
"Excellent, very good English",5,jp,excellent good english
great experience 😁😃,5,jp,great experience
Just friend friend I will let you guys 😜 when you get here and I will let you guys know what you think it's time to go to the park with the park and well I have no plans ko,5,jp,friend friend let guy get let guy know think time go park park well plan ko
😮wow,5,jp,wow
ጥሩ ለውጥ ይታያል,2,jp,
bad customer service,1,jp,bad customer service
Great,4,jp,great
good,5,jp,good
Just real satisfaction !!,5,jp,real satisfaction
excellent service,5,jp,excellent service
Excellent,5,jp,excellent
Good,5,jp,good
very nice driver who speaks English ;),5,jp,nice driver speaks english
You are thieves.,1,jp,thief
Good Service,5,jp,good service
I never received the SMS to activate it,1,jp,never received sm activate
excellent,5,jp,excellent
Privacy prayvet,5,jp,privacy prayvet
perfect app,5,jp,perfect app
ልጭን ስል ስልኬ ላይ ምንም VPN አልተጫነም ግን suspicious activity detected deactivate VPN ይላል,1,jp,vpn suspicious activity detected deactivate vpn
👌👌👌,5,jp,
Worst customer service and there drivers don't know how to use a map or there ride plus apps,1,jp,worst customer service driver dont know use map ride plus apps
not good,1,jp,good
I am well satisfied with the service and ethics of the drivers under RIDE.,4,jp,well satisfied service ethic driver ride
Very good app,5,jp,good app
"If you add your bank card to this app, you won’t be able to remove it because there’s no section to view or delete your card. Once you place a food order, you can’t cancel it. Overall, taxi and food delivery apps in Ethiopia are meaningless. There’s no customer support or chat feature to address your issues.",1,jp,add bank card app wont able remove there section view delete card place food order cant cancel overall taxi food delivery apps ethiopia meaningless there customer support chat feature address issue
Nice one 👍,5,jp,nice one
Excellent,5,jp,excellent
"the driver is clean, and capable",5,jp,driver clean capable
very friendly,5,jp,friendly
good,5,jp,good
I like this 😊,5,jp,like
good service,5,jp,good service
"Most drivers don't know how to use the map to locate the client, always insisting on calls which is more difficult if you don't know Amharic.",4,jp,driver dont know use map locate client always insisting call difficult dont know amharic
I collect my bag on time. ride 1st!,5,jp,collect bag time ride st
I highly advise Ride to provide an orientation to all Ride drivers on how to use the map. Otherwise it can be a miserable experience for passengers. Also kindly request to raise standards so all cars have minimum safety standards in place such as functional seatbelts in the front and back. If those two things were fixed then I give 5 stars.,2,jp,highly advise ride provide orientation ride driver use map otherwise miserable experience passenger also kindly request raise standard car minimum safety standard place functional seatbelt front back two thing fixed give star
good service by the driver,4,jp,good service driver
"Order has 2 stops. Final prices comes. The driver wants double the money because it's 2 stops. He doesn't let me go, refuses me paying the price as shown. Then he threatens me until the nearby security guards step in. Ride support number doesn't work from the app. Googling it and calling has no solution. The guy keeps parking at the gate and threatens me. No support from Ride.",2,jp,order stop final price come driver want double money stop doesnt let go refuse paying price shown threatens nearby security guard step ride support number doesnt work app googling calling solution guy keep parking gate threatens support ride
as usual I am always satisfied and happy with your service!!! 💝🐕‍🦺🐕‍🦺💝💝,5,jp,usual always satisfied happy service
ممتاز جدا,5,jp,
great driver,5,jp,great driver
THE APP ALGORITHM IS NOT COMPUTE WITH HUAWEI CELL PHONE AND UNABLE TO DOWNLOAD AND USE IT.,1,jp,app algorithm compute huawei cell phone unable download use
Good Workers but the app is lacking it's like a watered-down version of The Uber app,5,jp,good worker app lacking like watereddown version uber app
ጎበዝ ሹፌር ከጥሩ ጸባይጋ,5,jp,
"It says ""attempt to disable the vpn or switch network"" when Im not connected to a vpn",1,jp,say attempt disable vpn switch network im connected vpn
great app,5,jp,great app
Thank you driver,5,jp,thank driver
Great prices and quick. Good value for money in Ethiopia,5,jp,great price quick good value money ethiopia
good,5,jp,good
perfect 👌,5,jp,perfect
"Good app but bad implementation, like what's the point of setting the gps pickup and destination if the driver is gonna call you and ask you where to pick u up plus we have to show them where to go EVERY DRIVER SINCE NOW BEEN ASKING ME WHERE TO, DUDE I LITERALLY SENT U THE GPS CHECK THAT!!",3,jp,good app bad implementation like whats point setting gps pickup destination driver gonna call ask pick u plus show go every driver since asking dude literally sent u gps check
very nice driver,5,jp,nice driver
service is very good,5,jp,service good
This is not good app Discomfort drivers,1,jp,good app discomfort driver
cool app,5,jp,cool app
nice,5,jp,nice
Great service,5,jp,great service
great services 😘😘😘,5,jp,great service
Good,5,jp,good
"please give lessons to your drivers to use Google map,",3,jp,please give lesson driver use google map
The application is simple and easy to use but to get the recipt it took me days to settle my expense. Financial system and service must be improved!,2,jp,application simple easy use get recipt took day settle expense financial system service must improved
Good,5,jp,good
I booked ride 4 hours before my departure for a minivan and someone booked it then canceled it without any notification for me. I called and the representative hung up on me. then she sent me vitz twice. What a stupid company and uneducated layman drivers. I hope you bankrupt and the driver lose his car.,1,jp,booked ride hour departure minivan someone booked canceled without notification called representative hung sent vitz twice stupid company uneducated layman driver hope bankrupt driver lose car
"worst app, the drivers are disrespectful, just uninstalled it",1,jp,worst app driver disrespectful uninstalled
Great,5,jp,great
It doesn't work 24hrs don't trust ot plese,1,jp,doesnt work hr dont trust ot plese
ልፍግፍፍፍፍፍቅቅግግ,4,jp,
🙂,5,jp,
speaks English! very cordial! Gave me a tour of the city!,5,jp,speaks english cordial gave tour city
very excellent,5,jp,excellent
Safe is z best,1,jp,safe z best
it,1,jp,
Clean car. Great driver.,5,jp,clean car great driver
am happy with a service,5,jp,happy service
"You can not depend on this app, drivers don't want to drive",1,jp,depend app driver dont want drive
good,3,jp,good
best transportation but the fee was a very high but i liked it but i wont use it a lot because of the money,3,jp,best transportation fee high liked wont use lot money
horrible and slow functioning,1,jp,horrible slow functioning
Something wrong with the app. I ordered a minivan of seven seats but just a small car came when I wanted to cancel before even the trip started. The app displayed that I should pay an unreasonable amount of money for that. The driver wasn't helpful at all. And the customer service is awful. The drivers are incapable of reading maps and require further information about your location and even tell to come to where they are.,1,jp,something wrong app ordered minivan seven seat small car came wanted cancel even trip started app displayed pay unreasonable amount money driver wasnt helpful customer service awful driver incapable reading map require information location even tell come
i like this,5,jp,like
Good,5,jp,good
Good guy,5,jp,good guy
They really adjusted price for passengers it's very discount and affordable. Thanks,5,jp,really adjusted price passenger discount affordable thanks
very patient and professional.,5,jp,patient professional
i am happy for ur service,5,jp,happy ur service
Nice,5,jp,nice
Thank you for the good service! Reliable! Dependable! Actual and Punctuale= RIDE,5,jp,thank good service reliable dependable actual punctuale ride
I am a long time ride customer and I have a good experience and enjoying the service until this time. Thank you keep it up.,5,jp,long time ride customer good experience enjoying service time thank keep
UK,5,jp,uk
nice,5,jp,nice
delight trip,5,jp,delight trip
I am 100% satisfied. keep up your good work,5,jp,satisfied keep good work
amazing,5,jp,amazing
ok,3,jp,ok
the application is simple and interesting: you have to fill your destination and select the car you deserve with its price.,5,jp,application simple interesting fill destination select car deserve price
good 👍,5,jp,good
I can't say it's anything less than amazing!!,5,jp,cant say anything less amazing
This driver is awsome,5,jp,driver awsome
Really my choise,5,jp,really choise
One of the worst customer service on their call centers,1,jp,one worst customer service call center
nice app,4,jp,nice app
Happy...For ur services...🤌,5,jp,happyfor ur service
amazing,4,jp,amazing
"Attitude of some drivers (disrespecting customers, talking to mobile while driving, etc.) and the age and conditionof some of the cars (old cars and/or not clean cars) shall be improved. U must have a zero tolerance rule on these situations and u must give continues awareness and regularly supervise the conditionsof the cars on sevice.",3,jp,attitude driver disrespecting customer talking mobile driving etc age conditionof car old car andor clean car shall improved u must zero tolerance rule situation u must give continues awareness regularly supervise conditionsof car sevice
a y x x o o > s x x \ K,3,jp,x x x x k
የትራንስፖርቱን ዘርፍ ያግዛል,5,jp,
"Quick, efficient, friedlich and the car was very clean. Everything yoibcould want!",5,jp,quick efficient friedlich car clean everything yoibcould want
Good,5,jp,good
Very polite and humble man. Comfortable ride.,5,jp,polite humble man comfortable ride
Expensive,1,jp,expensive
wow,5,jp,wow
thank you,5,jp,thank
Anewr albeza husan,5,jp,anewr albeza husan
Drivers usually refuse to ride after you get in the car if its not short trip.,1,jp,driver usually refuse ride get car short trip
"Good driver took a roundabout route, quite odd when there is a map right there in the app...",4,jp,good driver took roundabout route quite odd map right app
I try to use food delivery for the first time and it is my last.worest service i have ever seen.its shows the order has been placed in my side but when the driver arrived there is no order placed.on top of that a bunch of driver had to call me back to back to make sure.whorest app only for delivery thou.,1,jp,try use food delivery first time lastworest service ever seenits show order placed side driver arrived order placedon top bunch driver call back back make surewhorest app delivery thou
besties,5,jp,besties
keep it up....! 🙏,3,jp,keep
"So, good technology",5,jp,good technology
"He showed up within 3 minutes of me placing my order, was polite, and had exact change.",5,jp,showed within minute placing order polite exact change
good app. accurate,4,jp,good app accurate
እጅግ በጣም ትሁት እና ደንበኛውን ተንከባክቦ መድረሻዬ ላይ አድርሶኛል መጀመሪያ ራይድን በመቀጠል ሾፌሩን ላመሰግን እወዳለሁ በርቱ ተበራቱ ነው የምለው።,5,jp,
best,5,jp,best
